Peak ID	Name	Scan	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Estimated noise	S/N	Sharpness	Gaussian similarity	Ideal slope	Symmetry	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	m/z similarity	Simple dot product	Weighted dot product	Reverse dot product	Matched peaks count	Matched peaks percentage	Total score	S/N	MS1 isotopes	MSMS spectrum
3059	Unknown	8405	18.060	18.245	18.416	469.91306	137567	499593	1.000	137567.30000	86.128	0.762	1.000	0.736		[M+CH3COO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	137567.30000	469.91306 242203;470.91757 23017	null
3060	Unknown	8405	18.086	18.245	18.390	478.84781	60742	207140	1.000	60741.63000	59.257	0.716	1.000	0.736		[M+CH3COO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	60741.63000	478.84781 127918;479.84976 24842	null
3061	Unknown	8405	18.073	18.245	18.416	500.85294	61159	215997	1.000	61159.38000	57.167	0.888	1.000	0.736		[M-H2O-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	61159.38000	500.85294 122085;502.85007 89530	null
3062	Unknown	8405	18.024	18.245	18.294	502.85007	46885	175402	1.000	46884.75000	48.568	0.824	0.992	0.736		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	46884.75000	502.85007 89530	null
3063	Unknown	8405	18.073	18.245	18.416	510.88202	93303	319970	1.000	93303.00000	72.159	0.917	1.000	0.736		[M-H2O-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	93303.00000	510.88202 210300;511.88504 33019;512.87860 42766	null
3064	Unknown	8405	18.073	18.245	18.416	520.91046	83076	284226	1734.461	47.89745	67.105	0.915	1.000	0.969		[M+CH3COO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	47.89745	520.91046 199324;521.91437 23057	null
3065	Unknown	8405	18.060	18.245	18.416	527.87231	100654	367794	1.000	100653.90000	72.903	0.767	1.000	0.736		[M+CH3COO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	100653.90000	527.87231 175224;529.86792 66493	null
3066	Unknown	8405	18.086	18.245	18.390	537.90131	82642	281541	1.000	82642.25000	69.043	0.907	1.000	0.736		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	82642.25000	537.90131 175154	null
3067	Unknown	8405	18.086	18.245	18.390	563.82623	52833	179583	1.000	52833.31000	56.513	0.713	1.000	0.736		[M+CH3COO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	52833.31000	563.82623 114047	null
3068	Unknown	8405	18.073	18.245	18.416	568.84027	48891	167858	1.000	48891.38000	51.663	0.913	1.000	0.760		[M-H2O-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	48891.38000	568.84027 109243;570.83746 48122	null
3069	Unknown	8405	18.073	18.245	18.416	578.86932	81921	294753	1.000	81920.81000	66.683	0.755	1.000	0.736		[M+CH3COO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	81920.81000	578.86932 127845;580.86688 53011	null
3070	Unknown	8405	18.073	18.245	18.416	587.82806	31197	113606	1.000	31197.38000	39.890	0.861	1.000	0.999		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	31197.38000	587.82806 53859	null
3071	Unknown	8405	18.073	18.245	18.416	588.89929	53796	184311	1792.236	30.01635	55.122	0.920	1.000	0.736		[M+CH3COO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	30.01635	588.89929 120563	null
3072	Unknown	8405	18.086	18.245	18.390	595.86035	73539	253603	1.000	73539.13000	65.661	0.724	1.000	0.736		[M-H2O-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	73539.13000	595.86035 143651;596.86176 21156;597.85699 63217	null
3073	Unknown	8405	18.073	18.245	18.416	636.82867	42505	143303	1.000	42504.94000	48.403	0.929	1.000	0.969		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	42504.94000	636.82867 108516;637.82910 19517;638.82574 34813	null
3074	Unknown	8405	18.086	18.245	18.390	646.85773	47210	156127	1.000	47210.06000	52.086	0.948	1.000	0.969		[M+CH3COO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	47210.06000	646.85773 118965;648.85339 31125	null
3075	Unknown	8405	18.086	18.245	18.390	673.87616	34130	120300	1.000	34129.50000	44.298	0.740	1.000	0.736		[M+CH3COO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	34129.50000	673.87616 56037	null
3076	Unknown	8411	18.196	18.257	18.366	84.98971	152692	1096747	6281.762	13.72427	36.959	0.840	0.993	0.691		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	13.72427	84.98971 187411;86.98541 21952	null
3077	Unknown	8411	18.060	18.257	18.341	92.92706	1252046	8614128	100165.100	12.48987	136.204	0.870	1.000	0.814		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	12.48987	92.92706 1161719;94.92413 747567	52.34433 3913;65.01328 3644;71.96828 14398;92.92701 59384;92.99472 13910;93.00855 5943;93.03355 14412
3078	Unknown	8411	18.098	18.257	18.341	94.92413	822241	5843212	55696.100	14.59902	105.985	0.890	1.000	0.814		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	14.59902	94.92413 747567;96.92120 111293	64.55747 4229;71.74931 9617;79.95589 3900;94.92396 37334;94.97974 10687;95.02366 7478;96.91952 3239
3079	Unknown	8411	18.136	18.257	18.341	96.92120	132273	868106	11315.750	11.68925	45.793	0.973	1.000	0.814		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	11.68925	96.92120 111293;97.93044 83544	null
3080	Unknown	8411	18.172	18.257	18.353	107.04933	172959	1506292	8091.028	14.30452	28.607	0.768	1.000	0.980		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	14.30452	107.04933 175573;108.04454 24641;108.05295 12879	null
3081	Unknown	8411	18.172	18.257	18.294	127.01408	1062521	5691062	56214.860	14.36628	77.148	0.907	0.979	0.380		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	14.36628	127.01408 1107854;128.01776 49589;129.01851 421093	63.51147 3958;68.61527 3694;71.90466 3552;72.65350 3753;73.56651 3368;73.57069 5417;95.53074 5008;126.90327 56798;127.00157 3605;127.01377 9195
3082	Unknown	8411	18.172	18.257	18.318	128.03448	883431	6043151	44431.260	13.59254	69.102	0.930	1.000	0.589		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	13.59254	128.03448 926917;129.02965 145309;129.03784 58099	54.50747 2947;60.46954 3330;72.19991 11058;72.20361 4311;82.34511 4044;108.87123 3095;127.87280 17379;128.03444 30031
3083	Unknown	8411	18.172	18.257	18.306	144.06586	271256	1640035	16572.010	11.05261	40.790	0.936	1.000	0.589		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	11.05261	144.06586 303769;145.06905 22821	null
3084	Unknown	8411	18.172	18.257	18.318	151.03934	897854	6060349	16855.110	38.41291	67.837	0.811	1.000	0.589		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	38.41291	151.03934 967840;152.03459 51183;152.04269 98321;153.02991 16915	61.23346 2087;64.90123 2013;65.22222 1983;70.68052 10492;70.68485 7443;82.95328 4908;93.03343 6122;107.04932 23007;109.84689 2822;111.02293 2331;115.92043 2989;118.89880 89047;130.99152 15554;136.01572 49324;145.84171 2226;150.88898 18234;151.00154 3616;151.03941 14535;151.87338 3629
3085	Unknown	8411	18.172	18.257	18.306	158.08154	292497	1823481	17159.280	12.01003	39.345	0.855	0.997	0.380		[M+CH3COO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	12.01003	158.08154 320468;159.08505 23288	57.97446 5055;72.12973 7367;74.02361 47305;77.69156 2256;82.49402 2243;107.11011 2445;114.09127 16141;116.07072 30118;116.92731 4591;119.84962 2505;125.92793 11747;126.32183 2109;157.87077 11055;157.89964 3197;157.91933 4283;158.08098 33799;158.11766 3352;161.25606 2324
3086	Unknown	8411	18.172	18.257	18.318	164.03473	270230	1783563	11863.780	16.58778	41.463	0.832	1.000	0.784		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	16.58778	164.02756 11385;164.03473 295567;165.03786 23199;165.04124 16986	null
3087	Unknown	8411	18.172	18.257	18.318	167.05553	264766	1729233	13962.880	14.33330	42.795	0.835	1.000	0.784		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	14.33330	167.05553 250326;169.05000 18974	52.49205 2205;62.94466 2056;63.05409 2423;70.96186 5721;70.96607 10458;108.02065 5575;112.13737 2144;121.28937 2316;121.55170 1993;121.75446 2395;123.04414 5054;123.08092 3977;133.72752 2363;145.91869 2362;152.01089 22559;167.03426 10388;169.25815 2124
3088	Unknown	8411	18.172	18.257	18.306	178.05042	8587759	54855412	344372.900	15.98270	201.482	0.846	0.986	0.380		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	15.98270	178.05042 9168924;179.04552 172563;179.05374 805461;180.04878 13933;180.05428 27232;180.05775 18353	55.75687 24591;65.92567 24797;66.54017 24293;72.25358 106974;72.25710 30180;81.42084 26267;112.15350 27401;129.76172 26024;134.06026 863681;155.93431 27583;157.20836 28600;167.71230 25054;178.05037 740633;178.06580 35749
3089	Unknown	8411	18.172	18.257	18.294	179.05374	936566	5268164	45164.690	13.97970	67.954	0.850	0.995	0.380		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	13.97970	179.04552 172563;179.05374 805461;180.04878 13933;180.05428 27232;180.05775 18353;181.05011 169635	null
3090	Unknown	8411	18.172	18.257	18.306	201.11287	814640	4991523	44525.910	12.30170	62.877	0.919	1.000	0.589		[M-H2O-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	12.30170	201.11287 871405;202.10809 15617;202.11615 118560	57.03331 9571;59.01235 3401;62.91888 3046;73.56828 5209;87.04401 62128;95.54408 2940;101.05977 3484;113.05981 29841;116.92772 41701;117.27651 2747;121.10121 13037;122.99614 3310;139.11205 32042;155.10725 19256;157.12196 5663;180.99170 3055;183.10213 8975;200.85715 10598;200.87711 4369;201.09497 6617;201.11279 108998;202.44502 3062
3091	Unknown	8411	18.148	18.257	18.353	246.03831	70458	404508	5301.766	13.28953	40.197	0.802	1.000	0.825		[M-H2O-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	13.28953	246.03831 85608	null
3092	Unknown	8429	18.232	18.294	18.366	157.90759	54381	214196	5164.110	9.74603	45.273	0.954	1.000	0.677		[M-2H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	9.74603	157.90015 13764;157.90755 80627;159.90482 18764	null
3093	Unknown	8429	17.994	18.294	18.390	159.93839	93949	887833	4027.652	23.32603	23.528	0.828	1.000	0.537		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	23.32603	159.93839 101643;160.93481 466887;161.93523 42497	null
3094	Unknown	8429	17.982	18.294	18.353	160.93481	379457	2647746	5157.891	73.56832	53.382	0.651	0.989	0.371		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	73.56832	160.93481 466887;161.93523 42497;162.93907 16539	null
3095	Unknown	8429	18.172	18.294	18.377	182.92944	88611	561775	4797.481	18.16735	45.087	0.701	0.996	0.486		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	18.16735	182.92944 165370;183.93051 20076;183.93385 404087;184.92673 73125;184.93372 53796;184.93719 6469	null
3096	Unknown	8429	18.220	18.294	18.366	209.94865	352982	1303272	7493.804	46.46976	129.984	0.834	0.989	0.972		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	46.46976	209.94865 712041;210.94955 65830;211.94615 87103	53.92027 2192;55.84028 2599;61.98719 170278;62.01029 2687;71.97137 10821;82.73897 2646;89.92450 8574;94.97500 2528;103.05370 2819;119.92284 13664;124.08334 2415;127.86996 3598;129.86586 2487;133.59109 2536;147.61729 2367;161.36829 2673;163.91296 16032;209.82414 32356;209.94870 198553
3097	Unknown	8429	18.124	18.294	18.377	210.94955	39092	157778	5600.872	6.97968	41.730	0.880	1.000	0.972		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	6.97968	210.94955 65830;211.94615 87103	null
3098	Unknown	8429	18.111	18.294	18.464	211.94615	45431	161830	4536.632	10.01423	48.597	0.767	1.000	0.734		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	10.01423	211.94615 87103	null
3099	Unknown	8429	18.245	18.294	18.428	245.89468	169279	835552	5592.947	29.94253	63.098	0.738	1.000	0.346		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	29.94253	245.89468 257750;245.90407 10357;246.88637 113088;246.89323 9839;246.89520 9544;247.88606 18365;247.89189 29280;247.89893 20765	null
3100	Unknown	8435	18.073	18.306	18.366	140.91728	81491	411252	6631.299	12.28879	33.653	0.649	1.000	0.550		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	12.28879	140.91728 116915;141.92281 46317;142.91463 28895;142.92389 14681	null
3101	Unknown	8435	18.220	18.306	18.428	165.90845	58200	435721	1836.432	27.12958	25.176	0.896	0.990	0.628		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	27.12958	165.90511 14752;165.90845 29667;165.91592 22721;166.90472 10620;167.90581 10221;167.91158 10697	null
3102	Unknown	8435	18.245	18.306	18.353	165.93916	106427	483933	6393.458	14.70822	51.523	0.784	1.000	0.736		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	14.70822	165.93916 128958;166.93106 20911;166.94025 14724;167.93088 75337;167.93634 60246	null
3103	Unknown	8435	18.207	18.306	18.341	189.85094	1356540	4835622	3825.717	354.58460	41.277	0.612	1.000	0.240		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	354.58460	189.85086 164545;189.86092 2249128;190.85120 37386;190.85869 430906;191.84634 72093;191.85750 1806210	60.80791 7195;61.98721 288941;73.56858 7747;101.95131 7416;143.86777 472499;161.42705 6352;189.84879 50857;189.86107 88301
3104	Unknown	8435	18.086	18.306	18.523	192.95833	141490	611963	5425.069	26.08075	72.984	0.925	1.000	0.811		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	26.08075	192.94920 11311;192.95833 209764;193.95892 19751;194.95586 32365	null
3105	Unknown	8435	18.111	18.306	18.366	216.93665	72359	348026	4132.802	17.50855	41.139	0.880	0.991	0.736		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	17.50855	216.93665 94983;218.93375 48263	null
3106	Unknown	8435	18.207	18.306	18.416	217.87747	53473	304791	4626.168	11.09953	30.647	0.950	1.000	0.854		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	11.09953	217.87111 12590;217.87190 14712;217.87747 78464;218.87579 497794;219.87596 19764	null
3107	Unknown	8435	18.047	18.306	18.608	218.93375	34790	257221	3513.414	9.90217	30.471	0.649	1.000	0.307		[M+CH3COO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	9.90217	218.93375 48263	null
3108	Unknown	8435	18.196	18.306	18.441	220.87274	166436	1178082	3936.061	34.90503	58.165	0.739	0.998	0.441		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	34.90503	220.87274 190499;220.87985 75481;221.88043 28245;222.87212 14354;222.87746 27504	null
3109	Unknown	8435	18.196	18.306	18.441	220.87970	166436	1178082	6179.194	22.23402	27.039	0.717	1.000	0.608		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	22.23402	220.87274 190499;220.87985 75481;221.88043 28245;222.87212 14354;222.87746 27504;222.88577 64878	null
3110	Unknown	8435	18.086	18.306	18.464	225.92650	38397	249670	5235.363	7.33416	31.277	0.610	1.000	0.441		[M+CH3COO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	7.33416	225.92650 51881	null
3111	Unknown	8435	18.060	18.306	18.488	235.84384	63058	409588	2169.264	29.06862	37.209	0.681	1.000	0.497		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	29.06862	235.84384 84323;237.83929 17557	null
3112	Unknown	8435	18.245	18.306	18.488	243.89929	435929	1995493	5922.313	72.77206	128.345	0.978	0.999	0.811		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	72.77206	243.89929 645664;244.89154 10645;244.89717 9940;245.89478 209614;245.90196 17959	null
3113	Unknown	8435	18.073	18.306	18.390	289.94904	49469	182127	2069.034	23.90940	49.037	0.777	1.000	0.618		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	23.90940	289.94067 12829;289.94904 95844;290.95041 12702;291.94690 24267	null
3114	Unknown	8435	18.111	18.306	18.499	306.93933	48963	189197	1.000	48963.25000	47.000	0.820	1.000	0.979		[M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	48963.25000	306.93933 69539;307.94009 26773;308.93677 25796	null
3115	Unknown	8435	18.034	18.306	18.353	318.87460	72041	333509	2931.489	24.57486	33.091	0.545	0.991	0.332		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	24.57486	318.87460 97388;320.87106 46016	null
3116	Unknown	8435	18.012	18.306	18.511	320.87106	44967	451966	1.000	44967.38000	24.045	0.642	0.988	0.359		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	44967.38000	320.87106 46016;322.86777 16080	67.86082 2562;73.57177 3096;81.52043 2474;116.92760 48341;119.94668 3242;146.96498 4044;161.07368 2341;184.91547 12041;206.89731 10122;211.56038 2714;222.41252 2391;226.86267 2844;278.72043 2895;320.99786 12680;321.20938 3157
3117	Unknown	8441	18.281	18.318	18.416	114.98779	57634	289857	2201.882	21.23084	39.423	0.739	0.983	0.416		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	21.23084	114.98779 74078	null
3118	Unknown	8441	18.136	18.318	18.452	148.94890	313065	2377773	10977.220	28.51949	77.419	0.707	0.999	0.838		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	28.51949	148.94890 367710;149.94984 25742;150.94618 172008	null
3119	Unknown	8441	18.034	18.318	18.464	150.94618	148877	1173922	6185.686	24.06792	47.671	0.675	1.000	0.621		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	24.06792	150.94618 172008;151.94696 12073;152.94360 16567	null
3120	Unknown	8441	18.124	18.318	18.390	155.97813	33234	142017	1.000	33234.38000	35.048	0.911	0.989	0.785		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	33234.38000	155.97813 43927	null
3121	Unknown	8441	18.232	18.318	18.535	158.97786	739553	6537061	8540.073	83.38198	113.192	0.669	1.000	0.710		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	83.38198	158.97786 857633;159.97856 87063;159.98119 12279;160.97548 105296;160.98204 12273	59.01252 3743;62.57315 2445;67.05699 2560;70.99783 2760;71.85915 12344;82.19952 3432;86.99255 10484;94.76506 2461;97.05845 3763;97.06477 43597;99.45181 2560;102.98775 85579;112.09113 3065;114.93291 9517;114.98779 26206;115.07533 26736;115.94351 24980;130.89648 12143;130.98264 266911;138.97803 2685;148.83218 2765;158.84691 4398;158.86253 5507;158.89082 4083;158.93941 3047;158.97749 13186;159.05396 4300;159.06584 33383;159.10178 4579
3122	Unknown	8441	18.086	18.318	18.416	159.97856	99450	658615	4914.455	20.23613	43.448	0.787	0.997	0.981		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	20.23613	159.97856 87063;159.98119 12279;160.97548 105296;160.98204 12273;161.98601 38505	null
3123	Unknown	8441	18.148	18.318	18.464	160.97548	111873	764338	4814.091	23.23869	48.834	0.767	1.000	0.981		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	23.23869	160.97548 105296;160.98204 12273;162.98167 33504	null
3124	Unknown	8441	18.245	18.318	18.547	163.91280	115835	879789	2410.524	48.05394	36.784	0.800	1.000	0.399		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	48.05394	163.90749 21351;163.91280 117633;165.90828 40445;165.91574 18235	50.25405 4627;61.98713 15814;66.00875 8507;71.79511 23299;89.92457 16604;92.04943 22780;115.91989 54797;116.92750 100154;118.02861 6095;119.90652 46424;120.04462 27336;125.87198 19160;127.86932 37816;134.89384 77632;136.03952 22781;157.86147 8660;159.85922 17036;162.83846 24937;163.83937 324607;164.03439 60004
3125	Unknown	8441	18.172	18.318	18.403	177.96581	40439	282175	5138.874	7.86928	28.221	0.810	1.000	0.981		[M-H]-	3		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	7.86928	177.96581 24733;177.97234 17497	null
3126	Unknown	8441	18.281	18.318	18.416	182.91875	86417	529449	9086.034	4.66668	50.436	0.718	1.000	0.482		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	4.66668	182.91856 112243;183.91400 98973;184.91490 135957;184.92699 8673	null
3127	Unknown	8441	18.207	18.318	18.786	191.85750	1374037	16152386	7594.202	180.93230	141.840	0.577	1.000	0.204		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	180.93230	191.85750 1650685;192.84894 19546;192.85596 311628;193.85370 625338	null
3128	Unknown	8441	18.172	18.318	18.654	192.85596	229925	2019709	3055.304	75.25440	65.366	0.603	1.000	0.270		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	75.25440	192.84894 19546;192.85596 311628;193.85370 625338;194.85307 38358	null
3129	Unknown	8441	18.172	18.318	18.666	195.85028	104400	1132661	5257.813	19.85607	39.141	0.587	1.000	0.239		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	19.85607	195.85028 124458;197.85085 16243	null
3130	Unknown	8441	18.160	18.318	18.571	209.91866	211980	1525102	2716.295	78.04012	62.919	0.744	1.000	0.550		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	78.04012	209.91866 255664;211.91408 81344	null
3131	Unknown	8441	18.111	18.318	18.654	211.91408	77511	546259	2124.453	36.48524	36.170	0.746	1.000	0.550		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	36.48524	211.91408 81344;212.91054 36013;213.91191 14021	null
3132	Unknown	8441	18.232	18.318	18.631	216.88004	636072	4247811	7593.672	82.64764	126.695	0.787	1.000	0.502		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	82.64764	216.88004 750020;217.87790 37827;218.87610 402180	null
3133	Unknown	8441	18.232	18.318	18.608	218.87610	338298	2212542	5258.676	64.14461	88.218	0.809	1.000	0.445		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	64.14461	218.87610 402180;219.87520 34094;220.87276 109386;220.87970 52917	null
3134	Unknown	8441	18.232	18.318	18.571	226.90894	222951	1151586	4189.369	53.21816	77.662	0.881	0.998	0.679		[M-H2O-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	53.21816	226.90894 262542;228.90428 128415	null
3135	Unknown	8441	18.098	18.318	18.416	226.96574	100100	618439	2689.101	37.22443	42.843	0.776	0.988	0.838		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	37.22443	226.96574 110931;227.96628 9402;228.96318 9011	null
3136	Unknown	8441	18.160	18.318	18.416	243.95587	47836	292248	2025.517	23.61678	30.231	0.906	1.000	0.981		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	23.61678	243.94679 10991;243.95587 46184;244.96423 9675	null
3137	Unknown	8441	18.086	18.318	18.547	277.90686	31257	176247	1.000	31256.63000	26.504	0.900	1.000	0.981		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	31256.63000	277.90686 28554;278.89737 16351;278.90775 130002;278.91483 22872;279.90839 13359	null
3138	Unknown	8441	18.034	18.318	18.416	330.89957	31692	211431	1.000	31691.81000	22.523	0.673	0.991	0.334		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	31691.81000	330.89957 42751	null
3139	Unknown	8447	18.220	18.330	18.452	108.89876	187895	1570702	8489.549	21.81252	43.676	0.728	1.000	0.709		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	21.81252	108.89876 182454;109.90669 53450;110.89401 41329;110.89605 53894;110.89799 9116	null
3140	Unknown	8447	18.073	18.330	18.452	111.90201	31890	197628	1505.858	21.17738	25.462	0.763	0.988	0.709		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	21.17738	111.90201 17083;111.90398 15420;113.89945 10385	null
3141	Unknown	8447	18.207	18.330	18.535	125.90157	106303	803332	2139.813	48.51027	39.560	0.713	1.000	0.498		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	48.51027	125.89172 19773;125.90157 109917;126.90263 91036;127.89690 17458;127.89886 12207	null
3142	Unknown	8447	18.207	18.330	18.631	132.86711	1310136	23977965	18848.820	53.75591	63.000	0.642	1.000	0.392		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	53.75591	132.86711 1202888;132.87317 118276;132.87514 16817;133.86276 26095;134.86440 793044;134.87042 39445	52.91689 6041;62.49444 6927;71.80523 19276;71.80908 12395;74.95210 5225;78.15945 5472;86.06885 5827;100.93261 12058;115.91196 10263;115.91973 130789;115.92798 7493;131.86530 15046;132.86690 268026;132.89926 183727;132.92191 9012
3143	Unknown	8447	18.207	18.330	18.631	132.87320	1310136	23977965	5636.599	179.76010	32.662	0.573	0.996	0.189		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	179.76010	132.86711 1202888;132.87317 118276;132.87514 16817;134.86440 793044;134.87042 39445	52.91689 6041;62.49444 6927;71.80523 19276;71.80908 12395;74.95210 5225;78.15945 5472;86.06885 5827;100.93261 12058;115.91196 10263;115.91973 130789;115.92798 7493;131.86530 15046;132.86690 268026;132.89926 183727;132.92191 9012
