Peak ID	Name	Scan	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Estimated noise	S/N	Sharpness	Gaussian similarity	Ideal slope	Symmetry	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	m/z similarity	Simple dot product	Weighted dot product	Reverse dot product	Matched peaks count	Matched peaks percentage	Total score	S/N	MS1 isotopes	MSMS spectrum
5207	Unknown	8645	19.337	19.482	19.665	145.92288	213187	2779716	7190.664	24.02933	31.642	0.673	0.999	0.535		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	24.02933	145.92288 146112;145.92592 18691;145.93004 56785;146.92130 14182;146.92693 17283	null
5208	Unknown	8645	19.312	19.482	19.875	161.91292	599186	6188376	5121.159	117.00210	81.929	0.653	1.000	0.482		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	117.00210	161.91290 641771;162.91307 63630;163.91127 26469	51.21021 2273;52.59425 2144;61.94889 2603;61.98718 4312;62.24944 2321;70.52495 2111;72.24326 9087;82.02870 16906;114.93306 2766;115.91975 117266;118.02876 5246;125.87232 107949;129.86661 3627;143.86427 18182;157.86238 47643;160.84132 56235;161.84181 29846;161.85637 8720;161.87407 3988;161.89374 4646;161.91281 48558;161.98643 6081;162.01874 30492;162.83859 5538
5209	Unknown	8645	19.360	19.482	20.125	174.88657	1257424	20379583	13079.510	87.37210	90.505	0.498	0.996	0.332		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	87.37210	174.88657 1281910;175.88672 140691;176.88356 495108;176.88989 20897	52.00803 6074;55.87602 6395;71.65507 6503;73.53767 10144;83.84052 6223;99.92506 8964;104.38934 8186;112.90392 5814;116.92755 513983;118.96510 12782;130.87451 12734;146.96042 230227;161.81854 8339;174.86116 6403;174.87411 6909;174.95563 30333
5210	Unknown	8645	19.289	19.482	19.592	175.88672	131977	1289227	5825.551	20.61658	28.242	0.848	1.000	0.987		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	20.61658	175.88672 140691;176.88356 495108;176.88989 20897;177.88376 38443	null
5211	Unknown	8645	19.265	19.482	19.826	176.88359	433884	6285103	14210.900	27.35368	42.884	0.908	0.995	0.816		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	27.35368	176.88356 495108;176.88989 20897;177.88376 38443;178.88324 17507	null
5212	Unknown	8645	19.277	19.482	19.518	181.91698	294201	2107432	6736.381	38.64573	28.511	0.699	0.991	0.631		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	38.64573	181.91698 332426;182.92114 12895;183.91411 93457	null
5213	Unknown	8645	19.349	19.482	19.665	189.85748	292140	3711979	9239.329	27.17622	34.774	0.643	0.996	0.535		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	27.17622	189.85748 208884;189.86122 64722;189.86528 26748;189.86592 24115;190.85182 52143;190.86107 18901;191.85806 34267;191.86745 19681	null
5214	Unknown	8645	19.360	19.482	19.641	190.85182	63231	637199	4985.277	9.98110	21.183	0.856	1.000	0.775		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	9.98110	190.85182 52143;190.86107 18901;191.85806 34267	null
5215	Unknown	8645	19.206	19.482	19.789	199.85013	104556	669652	3817.630	27.38756	42.353	0.867	1.000	0.620		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	27.38756	199.85013 122532;200.85828 56722	null
5216	Unknown	8645	18.965	19.482	20.087	201.90556	1106004	12791201	6589.803	167.83570	115.745	0.544	1.000	0.289		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	167.83570	201.90556 1218600;202.90793 374950;203.90372 29311;203.90854 17581;203.91118 17715	57.82117 14834;65.93399 14431;70.77335 127197;79.40459 17040;91.28136 16329;95.94844 17770;116.92757 451357;135.64731 15173;144.03336 15803;164.83537 717509;166.83237 193499;201.80164 1319458
5217	Unknown	8645	19.360	19.482	19.750	203.90845	54934	723039	4140.760	13.26666	15.589	0.895	0.976	0.895		[M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	13.26666	203.90372 29311;203.90854 17581;203.91118 17715;204.90497 114049;205.90514 22486;205.91508 44128	null
5218	Unknown	8645	19.325	19.482	19.629	210.82060	38372	290999	4211.083	9.11212	23.409	0.627	0.997	0.489		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	9.11212	210.82060 42527;211.83055 54392	null
5219	Unknown	8645	19.360	19.482	19.838	216.85338	1889022	13889465	8230.976	225.70160	178.235	0.694	1.000	0.545		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	225.70160	216.85338 2216960;217.85352 460586;218.85229 123725;218.85739 25537	55.85022 4286;56.30421 4290;59.63900 4139;61.88651 4010;62.53748 3994;71.07126 29100;76.03629 4325;82.37607 4748;99.92486 6860;116.92746 73266;124.88994 5462;170.88481 10221;172.86278 20519;183.06860 4391;199.83600 4669;199.85057 218866;216.85365 385456
5220	Unknown	8645	19.385	19.482	19.813	217.85352	405148	3258788	5224.088	75.35761	80.451	0.603	0.995	0.489		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	75.35761	217.85352 460586;218.85229 123725;218.85739 25537;219.84499 68466;219.86230 57016	59.84597 3025;60.49820 2739;62.89460 3189;73.53781 5965;103.36829 3427;127.86935 193866;129.86633 6275;159.85954 75029;172.86800 6533;191.84715 3359
5221	Unknown	8645	19.254	19.482	19.665	218.85229	111865	784600	4484.424	24.94529	40.739	0.806	1.000	0.489		[M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	24.94529	218.85229 123725;218.85739 25537;219.84499 68466	null
5222	Unknown	8645	19.373	19.482	19.875	222.82941	239588	3964872	4900.108	44.05650	44.186	0.577	1.000	0.295		[M+CH3COO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	44.05650	222.82941 254851;224.82668 317917	null
5223	Unknown	8645	19.373	19.482	19.629	224.82668	252747	2326012	5208.516	45.57539	48.005	0.736	1.000	0.745		[M+CH3COO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	45.57539	224.82668 317917;226.82361 92251;226.82845 35171	null
5224	Unknown	8645	19.325	19.482	19.555	224.92149	57991	436338	3763.419	15.40914	21.796	0.801	1.000	0.977		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	15.40914	224.92133 56814;225.92612 102669;226.91826 17668	null
5225	Unknown	8645	19.181	19.482	19.653	225.92612	88710	792761	3668.837	24.17945	34.027	0.624	0.995	0.489		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	24.17945	225.92612 102669;226.91826 17668	null
5226	Unknown	8645	19.373	19.482	19.702	226.82361	107984	1307053	5048.583	17.56649	28.865	0.599	0.987	0.394		[M-H2O-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	17.56649	226.82361 92251;226.82845 35171;228.82549 28913	null
5227	Unknown	8645	19.411	19.482	19.555	229.90105	40717	195315	2729.963	13.49313	33.366	0.897	0.996	0.982		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	13.49313	229.90105 60366;230.90932 22841;231.89499 15428;231.90915 14820	null
5228	Unknown	8645	19.398	19.482	19.738	238.85446	54128	647430	4069.662	11.79395	21.846	0.654	0.995	0.350		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	11.79395	238.85446 70147	null
5229	Unknown	8645	19.360	19.482	19.826	241.79327	475437	5818770	4697.236	88.39335	66.574	0.680	0.998	0.453		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	88.39335	241.79327 522587;242.79335 72008;242.80029 23805;243.79025 360018	null
5230	Unknown	8645	19.385	19.482	19.689	242.79335	85007	698856	2083.897	39.45979	32.992	0.724	0.994	0.489		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	39.45979	242.79335 72008;242.80029 23805;243.79025 360018;244.79034 21601	null
5231	Unknown	8645	19.325	19.482	19.813	243.79025	316575	3659061	4220.157	67.46249	57.227	0.708	1.000	0.453		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	67.46249	243.79025 360018;244.79034 21601;245.78729 45306	null
5232	Unknown	8645	19.181	19.482	19.726	245.78729	42601	433802	1792.392	23.76761	20.836	0.705	1.000	0.370		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	23.76761	245.78729 45306;246.78830 18981	null
5233	Unknown	8645	19.337	19.482	19.605	253.81944	65193	569379	3893.192	13.91834	25.488	0.662	1.000	0.713		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	13.91834	253.81944 59005;253.82684 21154;255.82219 239833	null
5234	Unknown	8645	19.398	19.482	19.543	253.84763	65450	360825	3820.159	15.57370	32.433	0.694	0.983	0.444		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	15.57370	253.84763 50994;254.85239 83529	null
5235	Unknown	8645	19.301	19.482	19.629	254.85239	75066	472948	4461.191	16.82635	36.774	0.746	0.999	0.713		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	16.82635	254.85239 83529;255.86159 17046;256.84637 893893	null
5236	Unknown	8645	19.312	19.482	20.000	256.84637	765278	5989071	5483.282	139.56570	112.391	0.663	1.000	0.489		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	139.56570	256.84637 893893;257.84668 181701;258.83914 32885;258.84515 37136	58.51466 2313;63.23379 3016;68.21674 2221;73.53794 3697;79.17532 2092;98.84422 2496;98.85090 2210;116.92760 301879;120.86546 2743;127.86945 12712;128.87798 2249;129.31520 2508;159.85924 5579;167.88875 3404;172.86758 6879;188.85561 3176;220.84599 5202;248.59268 2830;256.84537 7717;257.17657 3494
5237	Unknown	8645	19.312	19.482	19.530	257.85666	104626	523421	4089.325	25.58511	14.870	0.911	0.997	0.987		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	25.58511	257.84668 181701;257.85693 40883;259.85742 20974;259.86493 96021	null
5238	Unknown	8645	19.194	19.482	19.826	261.86203	40175	329811	2361.964	17.00899	22.588	0.746	1.000	0.534		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	17.00899	261.86203 40321;262.85800 19317	50.64027 2303;58.49145 2513;71.69579 10950;71.69955 4842;73.59594 2278;87.39978 2238;89.28739 2149;99.92487 27106;100.24347 2244;104.86838 2195;110.45928 2110;116.92751 12944;135.89444 5542;160.84152 3623;170.91173 2383;173.61981 2252;173.87106 19124;187.85069 4266;188.85843 5646;191.88135 7106;199.49991 2303;201.90567 3258;205.86061 28622
5239	Unknown	8645	19.325	19.482	19.605	262.85080	40591	307041	1627.898	22.37057	26.483	0.686	0.989	0.545		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	22.37057	262.85080 53212;262.85800 19317;263.84933 18215	null
5240	Unknown	8645	19.398	19.482	19.592	264.76154	38777	252470	1.000	35820.38000	25.710	0.793	1.000	0.713		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	35820.38000	264.76154 52846	null
5241	Unknown	8645	19.181	19.482	19.750	268.81219	30537	232532	1.000	30537.31000	21.898	0.716	1.000	0.444		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	30537.31000	268.81219 35877	null
5242	Unknown	8645	19.373	19.482	19.949	277.77014	424698	5762003	6475.119	55.15913	61.156	0.677	1.000	0.377		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	55.15913	277.77014 478987;278.77026 52343;279.76721 452538	null
5243	Unknown	8645	19.385	19.482	19.629	278.77026	56086	444539	2824.797	19.85497	26.178	0.746	0.996	0.429		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	19.85497	278.77026 52343;279.76721 452538;280.76764 39585	null
5244	Unknown	8645	19.385	19.482	19.826	279.76721	421396	4922319	7003.950	49.30231	62.607	0.690	0.995	0.408		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	49.30231	279.76721 452538;280.76764 39585;281.76410 183264	72.38456 8545;101.13419 2801;134.89377 29780;136.89061 9361;182.27707 2652;199.56969 2208;224.55563 2520;241.79382 27339;243.79051 55010;279.85760 2957
5245	Unknown	8645	19.373	19.482	19.676	281.76410	142807	1427592	3979.265	30.03833	37.233	0.690	0.999	0.421		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	30.03833	281.76410 183264;283.76178 24002	null
5246	Unknown	8645	19.385	19.482	19.617	282.82233	37014	270702	1.000	35890.69000	22.363	0.817	0.984	0.745		[M-2H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	35890.69000	282.82233 36910	null
5247	Unknown	8645	19.217	19.482	19.653	286.88382	53092	347317	1.000	53091.56000	31.215	0.741	1.000	0.620		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	53091.56000	286.88382 86141	null
5248	Unknown	8645	19.169	19.482	19.862	293.74139	113190	1023506	3598.442	31.45525	37.477	0.712	1.000	0.327		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	31.45525	293.74139 124331;295.73633 1077189	null
5249	Unknown	8645	19.098	19.482	19.850	295.73633	997710	9759167	12601.970	79.17098	108.816	0.665	1.000	0.377		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	79.17098	295.73633 1077189;296.73639 129530;297.73334 1443042	53.15108 3951;55.60564 3584;55.86789 4630;59.55394 4091;67.96437 4309;72.08974 12987;72.09334 6537;75.51517 4369;82.29768 4569;82.50415 4466;112.30771 4102;119.94595 5246;132.89938 16389;134.89378 370103;145.64478 4416;252.50713 5212;295.73645 85059
5250	Unknown	8645	19.051	19.482	20.062	297.73334	1283713	13041637	6441.869	199.27640	125.693	0.651	1.000	0.377		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	199.27640	297.73334 1443042;298.73343 174243;299.73032 636338	56.00476 5268;65.49677 4439;69.30563 4028;71.65266 4255;72.16248 16809;72.16599 7083;82.36926 5087;111.91584 4615;124.85052 5495;132.89932 9926;134.89381 348144;136.89084 130002;142.53159 4494;161.16576 5504;161.27682 4497;168.01399 4838;194.67618 5196;275.97382 5114;297.73364 93693
5251	Unknown	8645	19.398	19.482	19.813	298.73343	157914	1490810	3027.122	50.71782	42.965	0.694	0.999	0.408		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	50.71782	298.73343 174243;299.73032 636338;300.73077 92465	null
5252	Unknown	8645	19.110	19.482	19.838	299.73032	596776	5734674	5393.241	110.65250	84.213	0.666	1.000	0.377		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	110.65250	299.73032 636338;300.73077 92465;301.72742 176239	null
5253	Unknown	8645	19.349	19.482	19.838	300.73077	68985	633191	3611.744	19.10009	28.499	0.666	1.000	0.377		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	19.10009	300.73077 92465;301.72742 176239;302.72733 19283	null
5254	Unknown	8645	19.349	19.482	19.763	306.74973	63870	374124	3204.788	19.92948	35.444	0.777	1.000	0.713		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	19.92948	306.74973 81958;307.75089 18469;308.74792 39672	null
5255	Unknown	8645	19.373	19.482	19.802	314.80502	46178	344387	3277.656	14.08871	26.313	0.738	1.000	0.489		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	14.08871	314.80502 49001;316.80231 22822	null
5256	Unknown	8645	19.242	19.482	19.605	316.77875	87669	514873	4961.667	17.66926	42.681	0.798	1.000	0.825		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	17.66926	316.77875 97014;317.77887 28773	null
5257	Unknown	8645	19.277	19.482	19.713	338.76135	48029	223168	3891.476	12.34220	38.094	0.899	1.000	0.782		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	12.34220	338.76135 53052	null
5258	Unknown	8645	19.373	19.482	19.726	341.71820	43406	219118	1.000	43405.94000	33.565	0.893	1.000	0.825		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	43405.94000	341.71820 61524;343.71622 48627	null
5259	Unknown	8645	19.411	19.482	19.653	418.68243	213733	2579156	3594.879	20.34185	15.957	0.876	1.000	0.429		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	20.34185	418.68243 222896;419.68280 20611;420.67923 226224	null
5260	Unknown	8645	19.398	19.482	19.530	420.67923	197163	1438674	3993.799	9.74551	15.136	0.691	0.997	0.349		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	9.74551	420.67923 226224;422.67618 99332	null
5261	Unknown	8651	19.349	19.494	19.617	97.93040	60167	526814	3550.374	16.94670	21.681	0.793	0.999	0.846		[M-2H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	16.94670	97.93040 79687;98.93813 58646;99.92487 1281103	null
5262	Unknown	8651	19.385	19.494	19.665	115.94369	53863	512652	3560.337	14.73414	22.516	0.672	0.992	0.640		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	14.73414	115.94369 50201	50.91236 20496;62.79331 16166;63.04765 17145;73.19633 22134;99.92495 158688;115.91978 660241;116.92774 52380
5263	Unknown	8651	19.349	19.494	19.665	146.96510	801472	10308764	10612.080	66.15134	55.629	0.611	1.000	0.309		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	66.15134	146.96066 85007;146.96510 772924	55.92316 2305;61.98724 40742;63.15755 2751;71.80630 4001;71.81044 6346;74.20819 2316;82.32171 2396;82.36845 3027;87.92436 2532;102.94782 7583;112.59488 2377;118.96530 6074;127.30913 2212;146.86653 5896;147.06622 2833
5264	Unknown	8651	19.325	19.494	19.566	158.94971	80460	522671	3635.982	21.59890	35.014	0.843	1.000	0.587		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	21.59890	158.94971 105774	null
5265	Unknown	8651	19.242	19.494	19.653	159.91849	30055	203625	2917.653	10.30117	21.368	0.816	1.000	0.593		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	10.30117	159.91849 35761;160.91472 23446;161.91292 633495	null
5266	Unknown	8651	19.423	19.494	19.629	162.91318	65727	504367	4020.475	11.56140	26.990	0.782	0.984	0.366		[M+HCOO]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	11.56140	162.91318 66628;163.91779 12454	null
5267	Unknown	8651	19.301	19.494	19.629	163.92815	37657	364976	1571.302	23.96527	25.135	0.897	1.000	0.508		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	23.96527	163.92815 46431;164.92664 780411;165.93016 17730	null
5268	Unknown	8651	19.289	19.494	19.653	172.89206	57289	554705	4434.205	12.55730	21.178	0.835	1.000	0.978		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	12.55730	172.89206 64567;173.88510 113719;174.88658 1328785	70.11726 39577;92.78867 3282;111.07322 4791;111.08052 70870;114.36062 3295;114.93306 4005;124.89035 3248;127.87220 4354;128.87712 322064;129.09099 7600;139.96574 3631;152.94241 4142;172.82925 7610;172.86710 5530;173.08141 60797
5269	Unknown	8651	19.349	19.494	19.641	184.91545	222891	2260536	3319.388	62.52731	38.009	0.724	1.000	0.461		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	62.52731	184.91551 212790;185.91031 17866;185.91533 26009	null
5270	Unknown	8651	19.337	19.494	19.653	196.88486	258764	2932224	7310.300	28.27435	37.701	0.781	1.000	0.846		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	28.27435	196.88486 272802;197.88458 34010;197.88930 102871	null
5271	Unknown	8651	19.254	19.494	19.689	199.91138	58542	541651	3393.606	17.25080	19.907	0.698	0.999	0.446		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	17.25080	199.91138 76039;200.90417 37071;201.90556 1204201	null
5272	Unknown	8651	19.337	19.494	19.566	208.93599	89460	710281	4622.488	18.67709	22.454	0.666	0.992	0.522		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	18.67709	208.93599 78480	null
5273	Unknown	8651	19.385	19.494	19.543	209.94875	47143	253059	6620.927	6.25044	25.848	0.655	0.989	0.712		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	6.25044	209.94875 77661	null
5274	Unknown	8651	19.398	19.494	19.689	214.85895	202163	1752803	4677.943	35.73064	47.164	0.920	1.000	0.593		[M-2H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	35.73064	214.85895 221019;215.84984 84423;215.86818 721352;216.85345 1956504	null
5275	Unknown	8651	19.181	19.494	19.579	232.85878	56508	422877	4340.426	13.01907	27.992	0.615	1.000	0.328		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	13.01907	232.85880 52923;233.85606 20119;234.85522 23530	null
5276	Unknown	8651	19.398	19.494	19.676	234.84286	38483	413241	3429.871	9.15426	15.570	0.689	0.999	0.758		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	9.15426	234.84286 48821;236.83502 32630	null
5277	Unknown	8651	19.385	19.494	19.665	236.85751	169554	1988558	4721.745	23.58762	26.770	0.801	0.997	0.526		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	23.58762	236.85751 183168;237.86198 17755;238.85490 45596	null
5278	Unknown	8651	19.289	19.494	19.665	236.87753	128471	1464676	5243.457	23.92741	27.201	0.687	0.997	0.400		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	23.92741	236.87753 136955;237.87753 15014	null
5279	Unknown	8651	19.133	19.494	19.605	239.79811	52111	411425	2363.996	22.04340	23.120	0.807	0.984	0.674		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	22.04340	239.79811 61466;241.79329 463825	null
5280	Unknown	8651	19.312	19.494	19.838	246.88652	194650	2733147	3459.049	50.32813	34.440	0.707	1.000	0.564		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	50.32813	246.88652 201747;247.88644 19441;248.88673 40565	null
5281	Unknown	8651	19.254	19.494	19.899	257.84668	174373	1388372	4801.210	36.31859	48.622	0.714	1.000	0.534		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	36.31859	257.84653 156714;258.83923 41401;258.84537 55667	null
5282	Unknown	8651	19.385	19.494	19.629	258.84537	76522	549517	2836.803	25.87902	34.357	0.921	0.999	0.860		[M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	25.87902	258.83923 41401;258.84537 55667;259.83545 76008	null
5283	Unknown	8651	19.133	19.494	19.789	259.86487	125699	1246562	2857.563	43.98825	36.575	0.710	1.000	0.389		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	43.98825	259.85675 27025;259.86487 127946;261.86163 39915	null
5284	Unknown	8651	19.325	19.494	19.776	261.85123	212701	2607338	4619.740	44.82586	44.385	0.740	1.000	0.564		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	44.82586	261.85123 218205;262.85129 40689;262.85895 16923	50.64027 2303;58.49145 2513;71.69579 10950;71.69955 4842;73.59594 2278;87.39978 2238;89.28739 2149;99.92487 27106;100.24347 2244;104.86838 2195;110.45928 2110;116.92751 12944;135.89444 5542;160.84152 3623;170.91173 2383;173.61981 2252;173.87106 19124;187.85069 4266;188.85843 5646;191.88135 7106;199.49991 2303;201.90567 3258;205.86061 28622
5285	Unknown	8651	19.194	19.494	19.653	263.87671	74059	646780	2845.342	26.02804	27.812	0.720	0.996	0.640		[M+HCOO]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	26.02804	263.87671 59531	null
5286	Unknown	8651	19.360	19.494	19.665	275.77478	52056	408737	2600.336	19.44208	26.038	0.843	0.999	0.576		[M+Cl]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	19.44208	275.77478 58779;277.77020 446739	null
5287	Unknown	8651	19.398	19.494	19.617	280.76758	52596	401321	3559.137	12.53592	23.740	0.818	0.999	0.593		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	12.53592	280.76758 63764;281.76440 142563;282.76431 15091	null
5288	Unknown	8651	19.230	19.494	19.676	280.86713	54808	374553	1668.480	32.84883	28.564	0.821	1.000	0.593		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	32.84883	280.86713 62328;281.87189 56481	null
5289	Unknown	8651	19.398	19.494	19.617	296.73660	135212	1071895	2308.849	52.63287	39.694	0.769	1.000	0.415		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	52.63287	296.73660 127461;297.73334 1163464;298.73349 125330	null
5290	Unknown	8651	19.145	19.494	19.813	301.72739	139584	1218847	4225.306	33.03516	41.919	0.740	1.000	0.446		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	33.03516	301.72739 129678;302.72821 24449	null
5291	Unknown	8651	19.254	19.494	19.763	341.82382	40030	234085	1653.074	24.21545	30.069	0.775	1.000	0.593		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	24.21545	341.82382 54845	null
5292	Unknown	8651	19.385	19.494	19.689	343.71585	30692	143780	1.000	30692.00000	30.077	0.943	1.000	0.759		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	30692.00000	343.71585 28106	null
5293	Unknown	8657	19.337	19.506	19.912	183.93379	597148	11679273	7456.207	75.31897	48.564	0.650	0.999	0.338		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	75.31897	183.93379 566933;184.93382 36959;184.94095 15825;185.93205 16403	52.86703 2297;60.96910 2098;61.98723 13689;72.21487 5210;72.21833 4095;74.02355 3549;84.13495 2509;95.97324 3218;99.92496 14849;109.93261 3858;111.94872 6337;116.92757 148978;139.94370 24864;145.86182 2833;152.03912 2521;155.91893 12319;183.83466 3826;183.87608 4439;183.91315 9671;183.93375 9890;184.09749 9921
